student_id,age,gender,department,attendance,previous_gpa,study_hours,assignment_score,ca_score,semester_result,performance_category
ST1488,19,Male,Education,93.0,3.35,10.1,91.0,84.2,76.3,High
ST1489,28,Female,Law,88.7,2.48,4.2,71.9,66.2,44.9,Medium
ST1490,28,Male,Business Admin,70.9,3.36,5.1,76.3,74.9,48.7,Medium
ST1491,18,Male,Business Admin,33.5,1.79,2.8,32.5,45.1,30.8,Low
ST1492,24,Male,Economics,83.1,3.82,11.7,76.3,70.3,77.7,High
ST1493,22,Female,Economics,91.7,3.38,12.3,80.8,74.2,93.5,High
ST1494,27,Female,Engineering,82.7,2.54,6.5,79.8,47.9,52.6,Medium
ST1495,18,Male,Education,57.7,1.86,0.0,25.2,27.4,44.7,Low
ST1496,29,Male,Engineering,60.7,2.94,7.3,63.5,79.9,59.5,Medium
ST1497,17,Female,Education,41.1,1.69,1.7,37.2,60.3,42.5,Low
ST1498,22,Female,Medicine,59.4,1.86,1.5,42.0,51.9,51.5,Low
ST1499,22,Male,Medicine,70.1,2.81,4.1,60.2,73.4,58.9,Medium
ST1500,20,Male,Engineering,68.9,2.7,3.3,62.2,55.7,58.8,Medium
ST1501,23,Male,Accounting,84.8,3.62,11.4,84.1,74.7,81.2,High
ST1502,17,Male,Business Admin,92.4,3.82,11.9,90.6,84.5,86.5,High
ST1503,19,Male,Business Admin,84.9,3.06,10.8,86.1,87.4,76.5,High
ST1504,17,Male,Engineering,82.0,3.51,10.8,79.8,79.6,79.9,High
ST1505,20,Female,Computer Science,62.3,2.52,7.5,74.0,60.7,69.7,Medium
ST1506,27,Female,Economics,34.3,1.72,2.0,19.8,45.1,47.1,Low
ST1507,28,Female,Accounting,57.0,1.87,0.0,44.7,44.7,21.7,Low
ST1508,28,Male,Law,77.3,3.14,3.9,64.0,65.7,56.2,Medium
ST1509,29,Female,Accounting,49.9,1.3,4.1,27.0,36.9,41.9,Low
ST1510,19,Female,Engineering,46.5,1.93,1.0,40.3,29.6,45.3,Low
ST1511,22,Female,Computer Science,71.2,3.2,5.0,71.6,53.6,52.9,Medium
ST1512,18,Female,Business Admin,81.8,2.45,1.0,57.9,48.3,53.0,Medium
ST1513,25,Female,Accounting,59.6,1.86,2.6,33.9,51.9,43.1,Low
ST1514,23,Female,Education,74.2,2.83,5.0,66.1,55.7,53.1,Medium
ST1515,28,Male,Economics,93.7,4.0,6.0,79.8,88.9,69.5,High
ST1516,27,Female,Engineering,56.9,1.94,6.0,48.9,11.9,37.1,Low
ST1517,22,Male,Engineering,67.4,2.64,6.1,49.4,54.4,68.3,Medium
ST1518,18,Male,Accounting,35.5,2.22,2.6,51.7,36.6,41.8,Low
ST1519,26,Female,Computer Science,95.0,3.19,5.2,59.8,73.2,59.0,Medium
ST1520,22,Male,Economics,41.5,1.82,2.0,45.1,55.6,51.3,Low
ST1521,17,Male,Law,69.1,3.19,7.4,69.4,54.4,47.6,Medium
ST1522,28,Female,Accounting,76.6,3.3,5.4,48.9,54.9,66.6,Medium
ST1523,21,Male,Economics,89.7,2.94,5.6,70.6,48.3,53.5,Medium
ST1524,28,Male,Economics,89.5,3.5,5.1,70.6,62.2,47.2,Medium
ST1525,28,Male,Business Admin,90.5,2.07,4.0,62.6,45.9,78.2,Medium
ST1526,28,Male,Medicine,72.3,2.73,5.8,65.7,51.5,71.2,Medium
ST1527,20,Male,Medicine,45.1,1.0,4.2,48.9,52.0,52.8,Low
ST1528,25,Male,Engineering,50.9,2.18,2.4,18.0,36.6,55.0,Low
ST1529,19,Male,Engineering,62.4,2.94,3.0,53.4,51.5,80.1,Medium
ST1530,20,Male,Education,77.3,3.08,2.9,81.2,62.7,65.3,Medium
ST1531,17,Male,Education,75.8,2.08,3.2,54.7,47.2,59.1,Medium
ST1532,24,Male,Accounting,60.8,2.89,3.2,44.8,65.9,64.7,Medium
ST1533,19,Male,Medicine,53.0,2.2,3.4,47.5,49.6,50.8,Low
ST1534,22,Female,Business Admin,82.0,2.96,7.4,70.7,53.7,44.9,Medium
ST1535,28,Female,Accounting,88.7,3.6,11.6,86.0,87.8,74.1,High
ST1536,19,Female,Accounting,87.0,3.38,6.9,85.0,82.1,68.1,High
ST1537,18,Male,Law,49.8,3.41,4.8,66.3,76.7,48.0,Medium
ST1538,22,Female,Business Admin,80.5,4.0,6.2,81.2,71.4,83.6,High
ST1539,22,Male,Medicine,92.8,3.34,7.8,65.3,77.6,69.3,High
ST1540,19,Female,Computer Science,88.8,3.56,12.3,86.0,65.3,67.9,High
ST1541,28,Male,Accounting,64.3,4.0,10.4,86.2,75.1,81.4,High
ST1542,18,Male,Law,80.6,4.0,5.9,91.9,80.3,74.1,High
ST1543,29,Female,Accounting,74.0,2.37,5.2,76.3,61.7,49.7,Medium
ST1544,23,Male,Engineering,76.3,3.48,1.7,63.7,55.9,53.2,Medium
ST1545,22,Male,Accounting,80.5,2.38,7.0,61.8,57.2,42.6,Medium
ST1546,17,Female,Medicine,100.0,3.62,7.8,76.9,69.1,90.2,High
ST1547,24,Female,Accounting,82.9,4.0,9.9,67.7,74.0,63.7,High
ST1548,22,Male,Medicine,30.5,2.5,1.7,32.0,49.7,48.1,Low
ST1549,24,Female,Engineering,80.7,3.34,4.0,73.9,78.6,55.3,High
ST1550,23,Female,Computer Science,35.5,2.2,0.0,38.1,18.2,42.9,Low
ST1551,29,Male,Business Admin,48.1,1.44,0.0,29.3,46.0,56.6,Low
ST1552,28,Male,Medicine,65.2,3.29,4.5,70.9,62.5,59.2,Medium
ST1553,29,Male,Business Admin,99.7,4.0,6.8,84.1,73.7,81.5,High
ST1554,28,Female,Economics,90.3,3.48,8.5,98.7,78.9,60.4,High
ST1555,25,Male,Computer Science,62.8,3.08,6.8,53.6,54.5,51.0,Medium
ST1556,20,Female,Computer Science,87.2,3.17,6.4,51.7,42.9,70.3,Medium
ST1557,29,Male,Engineering,100.0,3.57,9.3,71.5,65.8,59.9,High
ST1558,19,Female,Engineering,91.7,3.94,8.8,95.5,73.4,74.7,High
ST1559,22,Male,Education,41.2,2.32,3.7,34.6,21.3,52.8,Low
ST1560,28,Male,Economics,81.0,3.48,6.9,84.3,73.8,83.6,High
ST1561,22,Male,Computer Science,40.9,2.5,1.3,41.1,23.7,37.8,Low
ST1562,19,Female,Medicine,79.7,3.73,10.5,87.8,70.3,86.0,High
ST1563,23,Female,Economics,32.6,1.81,0.5,34.6,38.7,47.9,Low
ST1564,23,Male,Engineering,60.1,2.0,1.2,29.4,37.3,40.8,Low
ST1565,24,Male,Computer Science,56.5,1.8,0.0,34.1,23.8,62.7,Low
ST1566,17,Male,Accounting,59.6,2.06,1.4,33.5,13.8,39.7,Low
ST1567,21,Male,Education,53.7,1.3,1.6,32.2,46.0,38.5,Low
ST1568,23,Male,Education,52.4,2.5,0.6,35.6,43.0,29.4,Low
ST1569,28,Male,Law,50.0,1.84,3.1,35.9,24.6,38.8,Low
ST1570,18,Female,Business Admin,54.7,3.17,6.3,76.1,60.0,68.8,Medium
ST1571,23,Male,Education,80.5,3.03,7.5,80.4,82.9,88.2,High
ST1572,26,Male,Medicine,89.0,3.63,9.7,85.0,82.9,68.1,High
ST1573,18,Female,Law,80.9,3.59,6.3,88.0,86.0,66.0,High
ST1574,17,Female,Business Admin,87.7,2.46,4.7,58.3,69.9,64.6,Medium
ST1575,20,Female,Accounting,88.2,3.91,6.6,95.1,87.2,77.4,High
ST1576,22,Female,Law,89.9,3.63,7.0,75.4,72.0,80.2,High
ST1577,18,Female,Engineering,95.0,2.73,2.7,47.5,63.3,78.0,Medium
ST1578,20,Female,Accounting,100.0,4.0,10.5,85.4,80.5,83.4,High
ST1579,26,Male,Economics,78.3,2.91,3.1,64.8,59.0,50.0,Medium
ST1580,21,Male,Medicine,72.7,2.98,6.2,57.4,64.5,64.8,Medium
ST1581,20,Female,Accounting,59.3,1.69,5.9,39.2,51.5,32.2,Low
ST1582,17,Male,Medicine,92.2,3.35,9.8,78.1,86.6,71.0,High
ST1583,19,Female,Education,90.5,3.25,7.7,54.3,56.2,58.0,Medium
ST1584,25,Female,Education,92.9,3.63,10.1,83.1,79.9,80.3,High
ST1585,21,Male,Engineering,67.4,3.5,4.7,49.4,43.8,68.2,Medium
ST1586,21,Female,Medicine,41.5,1.85,2.5,23.6,32.5,29.9,Low
ST1587,25,Male,Education,65.8,3.15,3.6,66.5,64.2,43.0,Medium
ST1588,27,Male,Medicine,66.9,2.76,5.5,59.6,70.4,59.0,Medium
ST1589,21,Female,Business Admin,76.6,3.5,6.1,73.0,57.1,67.2,Medium
ST1590,18,Female,Medicine,51.1,1.15,2.0,46.8,28.8,22.8,Low
ST1591,29,Female,Education,73.8,2.73,7.0,69.4,50.2,47.9,Medium
ST1592,28,Male,Medicine,53.8,1.58,2.4,36.0,48.6,42.0,Low
ST1593,25,Female,Engineering,98.5,3.43,9.8,81.4,83.4,72.8,High
ST1594,28,Male,Medicine,40.8,1.24,0.1,26.0,45.1,21.1,Low
ST1595,29,Male,Medicine,91.3,3.48,9.4,82.9,78.2,76.3,High
ST1596,22,Female,Education,95.0,2.6,4.8,48.7,51.9,77.0,Medium
ST1597,17,Female,Education,59.6,2.38,4.3,61.4,69.2,62.5,Medium
ST1598,23,Male,Business Admin,68.8,2.43,3.2,72.3,41.7,74.2,Medium
ST1599,28,Female,Economics,79.4,3.39,7.2,67.0,70.9,40.8,Medium
ST1600,21,Female,Economics,84.2,2.65,6.7,67.4,51.4,52.1,Medium
ST1601,21,Female,Medicine,84.9,2.49,5.2,54.2,56.9,57.5,Medium
ST1602,21,Female,Economics,90.3,3.35,7.4,74.5,79.4,85.5,High
ST1603,26,Female,Engineering,100.0,3.3,11.2,76.2,73.0,72.0,High
ST1604,21,Male,Law,78.7,2.42,3.0,52.8,58.9,55.9,Medium
ST1605,20,Male,Business Admin,94.6,2.6,4.1,67.6,54.4,64.7,Medium
ST1606,29,Male,Economics,66.8,2.99,2.3,47.2,57.0,74.5,Medium
ST1607,29,Male,Engineering,35.5,1.74,0.0,43.5,40.7,20.9,Low
ST1608,23,Male,Medicine,70.9,2.5,2.5,50.8,35.9,19.5,Low
ST1609,27,Male,Business Admin,89.9,3.13,9.0,72.1,87.8,81.0,High
ST1610,23,Female,Computer Science,78.8,2.94,8.8,72.2,77.0,49.0,Medium
ST1611,17,Male,Engineering,68.1,2.79,5.9,56.7,67.4,64.7,Medium
ST1612,27,Male,Accounting,72.3,3.71,12.0,83.1,74.7,87.9,High
ST1613,26,Female,Medicine,61.8,2.95,3.6,65.1,60.5,68.8,Medium
ST1614,22,Female,Computer Science,80.0,2.71,5.0,57.9,58.4,64.7,Medium
ST1615,28,Male,Economics,77.9,3.56,9.1,80.3,75.6,68.1,High
ST1616,23,Male,Computer Science,72.9,3.07,2.6,76.4,54.4,62.8,Medium
ST1617,20,Female,Law,57.2,2.2,6.0,47.7,45.5,51.7,Low
ST1618,29,Male,Engineering,90.5,3.41,9.9,84.3,87.0,83.0,High
ST1619,21,Male,Medicine,72.9,2.97,6.0,72.9,77.4,64.0,Medium
ST1620,28,Male,Law,85.3,3.38,4.0,75.3,78.6,75.5,High
ST1621,19,Male,Engineering,91.7,3.36,7.5,65.1,83.8,70.9,High
ST1622,27,Male,Economics,63.2,2.95,2.6,61.8,53.9,55.3,Medium
ST1623,28,Female,Law,99.4,3.32,10.7,90.5,83.4,68.3,High
ST1624,25,Female,Education,72.1,2.76,4.6,67.2,59.1,60.8,Medium
ST1625,25,Male,Engineering,100.0,3.57,15.4,85.4,84.8,75.5,High
ST1626,24,Female,Computer Science,42.0,1.44,4.7,49.6,56.0,51.5,Low
ST1627,24,Female,Engineering,84.3,3.63,11.3,81.6,100.0,74.5,High
ST1628,24,Male,Economics,91.3,3.56,8.5,77.0,81.2,84.7,High
ST1629,27,Male,Engineering,91.0,3.35,8.6,89.6,68.9,61.3,High
ST1630,29,Female,Medicine,70.1,2.16,2.9,27.1,46.9,41.3,Low
ST1631,25,Female,Medicine,56.2,3.37,5.3,58.0,56.2,37.8,Medium
ST1632,21,Female,Economics,80.2,2.74,7.4,55.2,72.4,53.5,Medium
ST1633,24,Female,Accounting,51.5,2.05,0.0,38.3,37.0,14.2,Low
ST1634,23,Male,Law,95.5,3.63,7.9,90.0,93.3,78.3,High
ST1635,28,Female,Education,85.7,2.73,6.9,58.3,78.3,68.8,Medium
ST1636,17,Male,Accounting,57.6,0.63,2.7,25.2,42.2,53.3,Low
ST1637,29,Male,Economics,68.3,2.19,3.5,58.7,59.9,70.7,Medium
ST1638,21,Male,Economics,40.0,2.48,3.3,38.6,26.5,30.6,Low
ST1639,20,Male,Medicine,65.4,3.48,6.7,70.7,60.9,55.7,Medium
ST1640,22,Male,Education,50.8,2.08,0.4,43.2,36.7,29.4,Low
ST1641,27,Male,Computer Science,84.8,2.69,6.3,70.4,61.2,57.8,Medium
ST1642,17,Male,Economics,55.1,1.27,0.4,37.9,23.0,36.4,Low
ST1643,22,Female,Computer Science,94.3,2.6,2.8,59.9,59.0,48.1,Medium
ST1644,18,Female,Engineering,92.0,3.46,6.7,77.9,70.2,73.4,High
ST1645,28,Male,Medicine,89.7,3.08,7.1,46.3,50.7,72.3,Medium
ST1646,21,Male,Economics,69.4,2.91,8.5,61.0,67.0,64.7,Medium
ST1647,17,Female,Engineering,87.3,3.03,3.6,58.9,50.1,68.7,Medium
ST1648,23,Female,Economics,62.1,1.06,1.9,39.9,34.6,31.4,Low
ST1649,27,Male,Accounting,39.9,1.98,1.2,34.2,40.4,32.0,Low
ST1650,29,Male,Law,82.5,2.5,3.4,45.4,55.1,55.7,Medium
ST1651,29,Male,Education,78.2,3.25,3.2,62.3,50.0,62.1,Medium
ST1652,23,Female,Medicine,78.9,3.22,3.2,66.4,56.4,56.8,Medium
ST1653,29,Female,Medicine,84.9,3.53,11.3,81.4,75.2,78.6,High
ST1654,26,Male,Medicine,88.5,3.43,8.3,75.0,87.4,78.2,High
ST1655,18,Male,Engineering,85.4,2.89,1.0,66.6,57.4,56.4,Medium
ST1656,28,Female,Economics,89.1,2.84,4.1,43.9,52.8,54.8,Medium
ST1657,28,Male,Law,71.7,1.33,0.8,53.5,30.9,51.2,Low
ST1658,21,Male,Business Admin,41.7,1.36,0.2,44.2,41.7,29.8,Low
ST1659,19,Male,Law,62.3,2.02,5.9,60.9,52.9,64.5,Medium
ST1660,29,Female,Medicine,65.5,3.5,6.2,68.8,71.7,58.2,Medium
ST1661,29,Male,Education,65.1,3.5,4.0,41.7,70.6,71.6,Medium
ST1662,25,Male,Education,49.2,0.85,1.9,64.9,40.4,47.2,Low
ST1663,19,Female,Engineering,94.6,3.89,12.7,90.6,79.4,69.1,High
ST1664,19,Female,Law,79.2,2.45,4.4,62.1,50.6,58.4,Medium
ST1665,28,Male,Economics,64.6,3.16,1.0,61.9,60.7,66.1,Medium
ST1666,19,Female,Economics,76.1,3.22,9.7,92.9,80.3,79.7,High
ST1667,22,Male,Computer Science,83.8,2.18,6.0,61.9,65.7,53.2,Medium
ST1668,29,Male,Medicine,81.5,3.64,12.3,88.9,75.9,67.3,High
ST1669,22,Female,Computer Science,80.4,3.5,11.6,69.1,91.9,76.0,High
ST1670,22,Male,Medicine,64.8,2.98,3.7,42.9,57.8,44.4,Medium
ST1671,27,Male,Engineering,67.1,2.87,4.6,64.5,66.8,46.4,Medium
ST1672,18,Female,Computer Science,90.0,3.51,7.0,84.5,89.4,74.2,High
ST1673,18,Male,Computer Science,77.3,3.4,11.4,82.5,65.0,63.6,High
ST1674,19,Male,Law,55.8,2.98,7.7,80.9,63.3,63.1,Medium
ST1675,22,Female,Law,66.2,2.43,4.5,77.1,82.1,59.3,Medium
ST1676,20,Female,Law,39.5,2.5,1.1,58.4,53.6,45.4,Low
ST1677,20,Male,Education,60.6,3.1,7.9,62.0,74.0,57.5,Medium
ST1678,27,Female,Computer Science,60.6,2.72,8.0,56.0,58.6,69.9,Medium
ST1679,23,Female,Business Admin,77.3,3.23,5.6,74.8,66.7,56.5,Medium
ST1680,28,Female,Medicine,68.8,3.04,6.7,69.2,60.0,63.5,Medium
ST1681,22,Male,Computer Science,68.0,3.5,7.2,60.0,60.2,69.8,Medium
ST1682,20,Male,Business Admin,32.1,2.1,2.4,45.8,48.3,47.3,Low
ST1683,28,Female,Accounting,46.8,2.42,3.4,37.2,51.3,38.9,Low
ST1684,21,Female,Computer Science,57.9,1.48,1.4,62.7,33.1,28.4,Low
ST1685,28,Female,Accounting,65.1,3.03,6.9,74.2,52.5,64.0,Medium
ST1686,21,Male,Engineering,97.6,3.44,9.6,83.2,71.4,85.7,High
ST1687,17,Female,Business Admin,90.2,3.37,11.2,70.4,77.1,80.9,High
ST1688,20,Female,Engineering,94.4,3.95,7.1,75.1,93.7,75.9,High
ST1689,28,Female,Computer Science,53.2,2.97,4.6,62.8,36.2,35.0,Medium
ST1690,26,Male,Education,46.5,2.1,0.8,36.8,32.6,48.6,Low
ST1691,24,Male,Engineering,47.9,2.5,2.6,44.4,42.3,43.0,Low
ST1692,22,Female,Business Admin,51.5,2.5,2.1,20.2,43.2,28.4,Low
ST1693,23,Male,Education,93.5,3.8,11.1,85.1,84.4,89.5,High
ST1694,19,Female,Education,66.6,2.81,5.2,58.3,67.7,39.7,Medium
ST1695,21,Male,Business Admin,83.6,2.74,5.1,46.9,70.2,64.3,Medium
ST1696,24,Male,Business Admin,64.3,2.89,3.6,66.3,38.4,53.1,Medium
ST1697,27,Female,Computer Science,73.7,3.5,1.0,53.8,56.0,66.6,Medium
ST1698,28,Female,Computer Science,74.8,1.61,2.2,54.0,51.9,29.5,Low
ST1699,24,Female,Accounting,76.2,2.75,4.2,52.4,71.9,50.6,Medium
ST1700,25,Female,Medicine,76.8,3.42,4.1,66.7,64.9,51.3,Medium
ST1701,18,Male,Accounting,40.8,2.5,0.6,54.7,52.7,45.5,Low
ST1702,26,Male,Computer Science,53.5,2.01,2.9,18.2,36.7,48.3,Low
ST1703,29,Male,Education,73.3,3.01,8.1,63.3,75.3,63.8,Medium
ST1704,21,Female,Accounting,77.9,2.44,7.2,55.9,58.1,70.6,Medium
ST1705,27,Male,Computer Science,47.6,2.07,1.9,39.8,36.2,25.6,Low
ST1706,26,Male,Engineering,83.3,3.47,10.8,79.9,80.7,70.9,High
ST1707,24,Female,Medicine,93.4,3.7,11.6,82.4,65.5,64.4,High
ST1708,27,Male,Law,76.4,2.85,4.7,61.0,51.3,57.8,Medium
ST1709,25,Male,Computer Science,68.8,2.71,6.8,60.7,70.2,73.4,Medium
ST1710,28,Female,Economics,75.3,3.15,5.2,71.8,66.1,54.4,Medium
ST1711,19,Female,Law,87.2,3.46,9.3,90.0,87.1,80.8,High
ST1712,20,Male,Education,70.5,2.35,7.6,56.7,53.1,40.0,Medium
ST1713,22,Male,Accounting,43.0,2.19,3.1,32.2,36.4,27.5,Low
ST1714,26,Female,Education,83.6,3.68,8.0,80.0,68.3,87.1,High
ST1715,17,Male,Accounting,98.3,3.35,8.3,66.8,100.0,76.8,High
ST1716,29,Male,Computer Science,64.0,2.5,1.9,27.9,36.3,11.3,Low
ST1717,27,Female,Law,77.9,2.59,4.2,46.5,50.2,62.4,Medium
ST1718,26,Male,Business Admin,75.0,2.5,1.8,28.8,34.9,31.4,Low
ST1719,19,Female,Law,76.8,3.43,5.8,49.2,54.3,62.0,Medium
ST1720,22,Female,Medicine,72.1,2.73,1.9,53.9,63.1,60.1,Medium
ST1721,23,Male,Education,70.9,2.4,5.0,61.6,73.7,71.3,Medium
ST1722,21,Female,Business Admin,79.3,3.86,8.7,89.1,76.6,87.6,High
ST1723,20,Female,Medicine,64.2,2.28,0.4,31.3,33.9,37.2,Low
ST1724,20,Male,Engineering,74.3,2.55,3.2,53.8,63.3,56.1,Medium
ST1725,29,Female,Engineering,73.9,2.08,2.3,50.8,54.7,43.2,Medium
ST1726,21,Male,Business Admin,63.4,2.78,6.2,71.5,62.9,61.5,Medium
ST1727,24,Female,Law,96.3,2.96,8.8,82.4,79.1,79.0,High
ST1728,29,Male,Engineering,83.7,3.53,11.9,92.4,81.3,72.9,High
ST1729,26,Female,Economics,77.1,2.51,5.0,58.5,42.8,59.2,Medium
ST1730,28,Male,Economics,69.9,3.02,3.1,45.4,65.6,75.4,Medium
ST1731,28,Male,Education,40.0,2.5,2.1,24.0,24.4,38.2,Low
ST1732,23,Female,Medicine,41.4,2.37,2.1,33.6,27.2,48.3,Low
ST1733,17,Male,Education,74.7,2.52,4.0,62.1,60.6,59.9,Medium
ST1734,26,Male,Law,37.4,2.5,3.6,53.9,8.5,34.4,Low
ST1735,22,Female,Medicine,62.8,2.5,0.0,30.4,38.7,48.0,Low
ST1736,24,Female,Accounting,82.9,3.45,7.7,74.2,72.0,69.3,High
ST1737,22,Male,Engineering,62.7,2.12,4.3,76.8,60.1,66.0,Medium
ST1738,21,Male,Law,34.3,1.7,1.2,57.8,40.2,53.3,Low
ST1739,21,Female,Medicine,72.0,3.47,6.1,67.0,69.1,62.8,Medium
ST1740,21,Female,Computer Science,75.3,2.79,3.0,54.0,46.8,73.0,Medium
ST1741,17,Male,Accounting,57.4,3.11,6.9,73.5,49.6,59.6,Medium
ST1742,29,Male,Engineering,72.4,3.13,3.8,65.3,50.9,47.6,Medium
ST1743,25,Male,Business Admin,83.9,3.66,6.3,85.7,74.1,74.9,High
ST1744,21,Female,Medicine,76.7,2.86,2.9,70.8,69.3,67.9,Medium
ST1745,20,Female,Education,28.6,1.57,3.4,39.0,21.1,17.8,Low
ST1746,22,Female,Engineering,67.0,3.5,10.3,72.3,67.6,63.3,Medium
ST1747,21,Female,Business Admin,83.8,3.31,6.5,83.3,92.1,74.7,High
ST1748,25,Male,Education,92.7,3.57,6.4,87.9,71.2,78.2,High
ST1749,18,Female,Economics,61.4,2.96,3.3,56.9,35.0,78.9,Medium
ST1750,20,Male,Education,60.8,2.6,6.4,43.1,58.6,75.7,Medium
ST1751,28,Female,Law,94.6,3.8,10.3,72.4,81.1,81.1,High
ST1752,25,Male,Computer Science,84.5,2.99,1.6,53.3,48.4,56.8,Medium
ST1753,19,Male,Education,69.2,2.7,7.4,69.0,62.6,58.0,Medium
ST1754,20,Female,Accounting,55.0,2.1,1.0,47.8,48.0,48.3,Medium
ST1755,25,Female,Engineering,90.3,3.22,7.2,67.3,74.7,83.8,High
ST1756,25,Female,Law,72.0,2.29,4.2,64.2,69.7,61.6,Medium
ST1757,20,Male,Business Admin,57.0,2.1,6.6,47.6,70.6,53.5,Medium
ST1758,26,Female,Education,88.7,2.62,4.2,62.7,55.9,62.2,Medium
ST1759,25,Female,Medicine,71.0,2.98,3.4,62.9,55.1,55.5,Medium
ST1760,17,Female,Business Admin,74.9,3.05,5.0,66.9,70.3,76.8,Medium
ST1761,28,Male,Engineering,97.2,3.76,7.8,86.5,71.0,82.5,High
ST1762,23,Male,Economics,84.0,2.65,6.0,69.0,56.9,64.8,Medium
ST1763,25,Female,Education,57.5,2.25,0.5,55.3,43.4,36.6,Low
ST1764,28,Male,Computer Science,71.1,2.78,3.3,73.9,69.6,68.3,Medium
ST1765,28,Female,Engineering,74.8,3.79,10.2,94.4,88.7,79.1,High
ST1766,26,Female,Computer Science,45.5,2.9,6.9,60.8,56.2,60.9,Medium
ST1767,26,Female,Law,85.5,2.98,3.6,74.2,74.1,49.9,Medium
ST1768,22,Male,Law,63.4,2.26,1.0,34.6,38.8,15.6,Low
ST1769,21,Female,Law,72.1,2.53,6.2,40.0,43.4,52.0,Medium
ST1770,26,Female,Computer Science,58.2,2.01,3.6,41.3,37.8,25.1,Low
ST1771,27,Male,Computer Science,51.5,2.44,5.9,63.8,57.5,51.9,Medium
ST1772,22,Female,Medicine,84.5,3.58,10.3,84.8,100.0,81.6,High
ST1773,25,Female,Engineering,68.1,2.2,5.1,69.8,53.9,49.9,Medium
ST1774,24,Female,Business Admin,71.5,3.25,5.9,85.1,77.1,76.2,High
ST1775,29,Male,Accounting,88.5,4.0,9.9,88.1,77.4,82.7,High
ST1776,18,Male,Economics,50.8,2.07,1.9,34.2,54.7,40.4,Low
ST1777,21,Male,Medicine,43.6,2.39,4.1,53.7,33.0,33.5,Low
ST1778,18,Male,Engineering,96.8,3.77,12.5,66.5,81.1,84.7,High
ST1779,24,Male,Education,59.9,2.84,2.5,76.7,65.1,56.0,Medium
ST1780,18,Female,Economics,85.4,2.43,3.5,58.4,53.8,40.0,Medium
ST1781,29,Male,Medicine,68.2,2.5,1.5,39.2,46.4,25.7,Low
ST1782,18,Female,Economics,56.5,3.12,5.2,69.8,53.7,64.5,Medium
ST1783,19,Male,Economics,66.7,2.91,3.1,60.2,80.3,40.3,Medium
ST1784,19,Male,Law,83.8,3.56,8.3,78.0,93.5,73.6,High
ST1785,17,Male,Engineering,91.2,3.88,8.9,77.4,79.0,82.3,High
ST1786,22,Female,Law,87.4,3.98,7.7,78.7,94.3,77.2,High
ST1787,26,Male,Computer Science,59.9,1.46,3.5,26.2,23.3,48.7,Low
ST1788,27,Male,Economics,79.4,2.43,8.3,61.3,51.3,58.3,Medium
ST1789,24,Female,Computer Science,73.6,3.15,6.6,70.2,57.2,55.2,Medium
ST1790,28,Female,Economics,88.8,3.6,12.3,78.0,72.1,83.2,High
ST1791,21,Male,Accounting,74.7,3.61,6.5,81.3,77.6,73.9,High
ST1792,20,Female,Economics,39.3,1.35,3.3,39.5,20.9,33.0,Low
ST1793,26,Female,Accounting,65.6,3.17,10.0,65.0,46.5,55.8,Medium
ST1794,29,Male,Education,94.5,4.0,9.0,82.1,64.9,69.9,High
ST1795,20,Female,Computer Science,78.8,3.27,11.2,66.6,78.4,84.9,High
ST1796,28,Male,Law,66.0,3.5,1.9,75.3,51.1,72.4,Medium
ST1797,19,Male,Medicine,88.6,3.32,2.9,61.3,62.8,55.4,Medium
ST1798,20,Female,Medicine,96.0,4.0,8.3,71.1,82.9,93.1,High
ST1799,24,Male,Law,74.7,2.69,4.7,81.9,70.4,53.0,Medium
ST1800,24,Male,Engineering,72.8,2.79,5.2,59.5,53.9,54.1,Medium
ST1801,21,Male,Business Admin,57.8,2.5,0.2,35.2,52.0,42.3,Low
ST1802,26,Female,Law,41.8,0.78,0.0,12.5,63.7,37.9,Low
ST1803,23,Male,Computer Science,62.9,2.11,4.2,70.4,57.8,42.0,Medium
ST1804,17,Female,Accounting,66.7,2.54,1.6,68.3,55.4,35.0,Medium
ST1805,21,Female,Education,47.9,1.33,2.1,29.9,30.3,34.8,Low
ST1806,25,Female,Business Admin,52.3,2.77,2.1,51.4,41.4,49.3,Medium
ST1807,26,Male,Law,63.6,2.02,5.0,60.2,57.4,64.1,Medium
ST1808,19,Male,Economics,55.2,1.77,2.8,22.4,45.4,41.4,Low
ST1809,24,Female,Accounting,58.4,2.93,3.1,67.8,80.0,65.8,Medium
ST1810,29,Female,Business Admin,44.9,2.14,2.1,25.4,58.5,52.9,Low
ST1811,18,Female,Education,37.9,2.13,2.1,60.1,42.0,19.5,Low
ST1812,23,Female,Education,67.1,2.81,3.9,79.9,68.1,46.6,Medium
ST1813,27,Female,Education,43.3,1.25,3.5,39.2,26.3,56.9,Low
ST1814,21,Male,Economics,74.0,2.99,3.9,69.8,64.7,58.4,Medium
ST1815,29,Female,Computer Science,47.7,2.89,5.1,63.9,65.0,61.9,Medium
ST1816,26,Male,Education,41.5,1.11,0.0,42.8,49.8,49.0,Low
ST1817,29,Male,Education,81.4,4.0,13.1,86.9,91.9,85.0,High
ST1818,18,Female,Computer Science,45.8,1.62,3.0,39.8,31.2,41.7,Low
ST1819,19,Male,Education,70.9,2.87,3.9,71.3,64.8,55.2,Medium
ST1820,27,Male,Computer Science,86.2,3.54,5.5,82.2,82.5,97.7,High
